cif,formula,energy,formation_energy,formation_energy_per_atom,uid
Na1In1Te6As2_5_11892.vasp,Na1In1Te6As2,-15.19913678,-2.63481983,-0.263481983,11892
Na1In1Te6P2_5_11893.vasp,Na1In1Te6P2,-17.41979236,-3.265921369999999,-0.3265921369999999,11893
Na1Li2As1_47_11894.vasp,Na1Li2As1,-6.33344563,-2.56595543,-0.6414888575,11894
Na1Mn1S1Br1_1_11895.vasp,Na1Mn1S1Br1,-6.86122934,-4.752117238181818,-1.1880293095454546,11895
Na1Mn1Se2_156_11896.vasp,Na1Mn1Se2,-7.23329857,-2.8706733231818173,-0.7176683307954543,11896
Na1Mn1Te2_156_11897.vasp,Na1Mn1Te2,-4.73730695,-1.487078793181818,-0.3717696982954545,11897
Na1Mn1Zn1S2Br1_1_11898.vasp,Na1Mn1Zn1S2Br1,-9.60772534,-4.759921915681818,-0.793320319280303,11898
Na1Mo2Br6O2_47_11899.vasp,Na1Mo2Br6O2,-25.18889509,-18.492208595,-1.6811098722727271,11899
Na1Mo2Cl6O2_47_11900.vasp,Na1Mo2Cl6O2,-29.25185439,-22.46490796375,-2.042264360340909,11900
Na1Mo2I6O2_47_11901.vasp,Na1Mo2I6O2,-20.11867434,-15.25683754,-1.3869852309090909,11901
Na1Mo2S2Br6_47_11902.vasp,Na1Mo2S2Br6,-17.90940591,-10.90411571,-0.9912832463636364,11902
Na1Mo2S2Cl6_47_11903.vasp,Na1Mo2S2Cl6,-21.66150557,-14.56595543875,-1.3241777671590909,11903
Na1Mo2S2I6_47_11904.vasp,Na1Mo2S2I6,-13.45122512,-8.280784615000002,-0.7527986013636365,11904
Na1N1O2_25_11905.vasp,Na1N1O2,-16.73736181,-11.659673275,-2.91491831875,11905
Na1N3_10_11906.vasp,Na1N3,-17.01339814,-8.395063575,-2.09876589375,11906
Na1N3_10_11907.vasp,Na1N3,-16.40469271,-7.786358144999999,-1.94658953625,11907
Na1N3_187_11908.vasp,Na1N3,-15.60891817,-6.990583605000001,-1.7476459012500003,11908
Na1Nb3O4_25_11909.vasp,Na1Nb3O4,-43.92586738,-22.89577642,-2.8619720525,11909
Na1Ni1As2O6_149_11910.vasp,Na1Ni1As2O6,-33.89763378,-23.06255371,-2.306255371,11910
Na1Ni1As2S6_149_11911.vasp,Na1Ni1As2S6,-23.18507931,-11.424188124999995,-1.1424188124999997,11911
Na1Ni1As2Se6_149_11912.vasp,Na1Ni1As2Se6,-18.98480064,-4.291677309999997,-0.4291677309999997,11912
Na1Ni1P2O6_149_11913.vasp,Na1Ni1P2O6,-42.23009809,-29.80546398,-2.980546398,11913
Na1Ni1P2S6_5_11914.vasp,Na1Ni1P2S6,-26.93042931,-13.579984085,-1.3579984085,11914
Na1Ni1P2Se6_149_11915.vasp,Na1Ni1P2Se6,-21.65626546,-5.373588089999998,-0.5373588089999999,11915
Na1Ni1Sb2O6_149_11916.vasp,Na1Ni1Sb2O6,-33.67615191,-24.814425830000005,-2.4814425830000006,11916
Na1Ni1Sb2S6_149_11917.vasp,Na1Ni1Sb2S6,-20.71447475,-10.926937555,-1.0926937555,11917
Na1Ni1Sb2Se6_149_11918.vasp,Na1Ni1Sb2Se6,-16.8423304,-4.122561060000001,-0.412256106,11918
Na1Ni1Sb2Te6_5_11919.vasp,Na1Ni1Sb2Te6,-11.86967873,-2.4871006599999994,-0.2487100659999999,11919
Na1Ni1Te6As2_149_11920.vasp,Na1Ni1Te6As2,-13.96287025,-2.6069381899999997,-0.2606938189999999,11920
Na1Ni1Te6P2_149_11921.vasp,Na1Ni1Te6P2,-15.9611908,-3.015704700000001,-0.30157047,11921
Na1O4_143_11922.vasp,Na1O4,-12.88152604,-8.46013864,-1.692027728,11922
Na1P2Pd1O6_149_11923.vasp,Na1P2Pd1O6,-43.36452808,-30.384701695,-3.0384701695,11923
Na1P2Pd1S6_5_11924.vasp,Na1P2Pd1S6,-28.38514153,-14.479504029999998,-1.4479504029999997,11924
Na1P2Pd1Se6_5_11925.vasp,Na1P2Pd1Se6,-23.18563687,-6.347767224999998,-0.6347767224999998,11925
Na1Pb2C2O7_187_11926.vasp,Na1Pb2C2O7,-57.41788881,-27.413460140000005,-2.284455011666667,11926
Na1Sb1Br3Cl1_1_11927.vasp,Na1Sb1Br3Cl1,-7.58372656,-6.580376923125,-1.0967294871875,11927
Na1Sb2Pd1O6_5_11928.vasp,Na1Sb2Pd1O6,-34.45342385,-25.036505495,-2.5036505495,11928
Na1Sb2Pd1S6_149_11929.vasp,Na1Sb2Pd1S6,-22.24918438,-11.906454909999995,-1.1906454909999995,11929
Na1Sb2Pd1Se6_149_11930.vasp,Na1Sb2Pd1Se6,-18.43859219,-5.163630574999999,-0.5163630574999999,11930
Na1Sb2Te6Pd1_149_11931.vasp,Na1Sb2Te6Pd1,-13.70442499,-3.766654644999999,-0.3766654644999999,11931
Na1Sb5O8_1_11932.vasp,Na1Sb5O8,-55.89076804,-41.742686995,-2.981620499642857,11932
Na1Sn1N1_156_11933.vasp,Na1Sn1N1,-8.15698407,-4.714757456304348,-1.571585818768116,11933
Na1Sn1P1_156_11934.vasp,Na1Sn1P1,-5.43342276,-2.039965801304348,-0.6799886004347826,11934
Na1Sn1S1Cl3_1_11935.vasp,Na1Sn1S1Cl3,-10.78688621,-8.938886885679349,-1.489814480946558,11935
Na1Sn2As2_164_11936.vasp,Na1Sn2As2,-9.6163262,-4.384266202608695,-0.8768532405217389,11936
Na1Sn2S4_164_11937.vasp,Na1Sn2S4,-17.5278037,-11.304045212608695,-1.614863601801242,11937
Na1Sr1Mn2Sb1S1Br1_1_11938.vasp,Na1Sr1Mn2Sb1S1Br1,-10.85826563,-6.719040826363637,-0.9598629751948052,11938
Na1Te1H6O6F1_143_11939.vasp,Na1Te1H6O6F1,-57.56753554,-40.900293425,-2.726686228333333,11939
Na1Te6As2Pd1_5_11940.vasp,Na1Te6As2Pd1,-15.66328831,-3.7521639749999984,-0.3752163974999998,11940
Na1Te6P2Pd1_149_11941.vasp,Na1Te6P2Pd1,-17.63355289,-4.132874514999999,-0.4132874514999999,11941
Na1Ti1O2_156_11942.vasp,Na1Ti1O2,-21.835058,-14.954267953333334,-3.7385669883333335,11942
Na1Ti1S2_156_11943.vasp,Na1Ti1S2,-15.97627141,-8.786877658333333,-2.1967194145833333,11943
Na1Ti1Se2_156_11944.vasp,Na1Ti1Se2,-13.81682137,-5.6500169033333325,-1.4125042258333331,11944
Na1Ti1Te2_156_11945.vasp,Na1Ti1Te2,-11.05508816,-4.000680783333333,-1.000170195833333,11945
Na1Ti2H1O5_1_11946.vasp,Na1Ti2H1O5,-53.73768128,-37.33595702666666,-4.148439669629629,11946
Na1Tl1Br4O12_2_11947.vasp,Na1Tl1Br4O12,-41.08260401,-26.96445127,-1.4980250705555551,11947
Na1Tl1Cl4O12_2_11948.vasp,Na1Tl1Cl4O12,-43.30729524,-29.128969212500003,-1.6182760673611112,11948
Na1Tl3Hg2N1O2F6_1_11950.vasp,Na1Tl3Hg2N1O2F6,-24.52246363,-17.704368625,-1.1802912416666669,11950
Na1W2Cl6O2_47_11952.vasp,Na1W2Cl6O2,-35.5395949,-24.08703048575,-2.189730044159091,11952
Na1W2I6O2_47_11953.vasp,Na1W2I6O2,-25.73419576,-16.206740972,-1.4733400883636365,11953
Na1W2S2Br6_47_11954.vasp,Na1W2S2Br6,-23.23637084,-11.565462652,-1.0514056956363635,11954
Na1W2S2Cl6_47_11955.vasp,Na1W2S2Cl6,-27.2334547,-15.47228658075,-1.406571507340909,11955
Na1W2S2I6_47_11956.vasp,Na1W2S2I6,-18.49136466,-8.655306166999999,-0.7868460151818181,11956
Na1Y1C1O10_3_11957.vasp,Na1Y1C1O10,-56.2792025,-30.96399684,-2.3818459107692305,11957
Na2Ag1_187_11962.vasp,Na2Ag1,1.00697258,1.96331441,0.6544381366666666,11962
Na2Ag1O2_12_11960.vasp,Na2Ag1O2,-10.25543482,-7.07104923,-1.414209846,11960
Na2Ag1S2_12_11961.vasp,Na2Ag1S2,-6.84952325,-3.356533955,-0.6713067909999999,11961
Na2As2H8O10_11_11963.vasp,Na2As2H8O10,-91.00029211,-63.91649983000001,-2.905295446818182,11963
Na2As2Pd2_12_11964.vasp,Na2As2Pd2,-10.09091265,-4.76022696,-0.79337116,11964
Na2Au1_187_11967.vasp,Na2Au1,0.38159288,-0.4181535899999999,-0.1393845299999999,11967
Na2Au1O2_12_11965.vasp,Na2Au1O2,-9.98760649,-8.5593092,-1.71186184,11965
Na2Au1S2_12_11966.vasp,Na2Au1S2,-6.79655506,-5.059654065,-1.011930813,11966
Na2B2C2S2_31_11968.vasp,Na2B2C2S2,-28.21282214,3.9476851749999966,0.4934606468749996,11968
Na2B2C2Se2_31_11969.vasp,Na2B2C2Se2,-26.10940509,7.028512940000002,0.8785641175000003,11969
Na2B2C8O16_51_11970.vasp,Na2B2C8O16,-169.21456459,-60.799427330000015,-2.171408118928572,11970
Na2B2F8_59_11972.vasp,Na2B2F8,-46.27256327,-38.02343293,-3.168619410833333,11972
Na2B2H16O12_2_11973.vasp,Na2B2H16O12,-146.97086501,-100.43829715,-3.1386967859375003,11973
Na2B2H16O14_2_11974.vasp,Na2B2H16O14,-152.04468617,-103.28407455,-3.037766898529412,11974
Na2B2H6C8O2_51_11975.vasp,Na2B2H6C8O2,-92.35049572,9.416868180000009,0.4708434090000004,11975
Na2B2H6C8S2_51_11976.vasp,Na2B2H6C8S2,-85.79674076,16.279226844999997,0.8139613422499998,11976
Na2B2H6N8O2_51_11977.vasp,Na2B2H6N8O2,-99.01494299,-55.46205637,-2.7731028185,11977
Na2B2H6S2N8_51_11978.vasp,Na2B2H6S2N8,-92.10220842,-48.240718095,-2.41203590475,11978
Na2B2H8O8_2_11979.vasp,Na2B2H8O8,-95.73596229,-65.59085923,-3.2795429615,11979
Na2B2H8S8_2_11980.vasp,Na2B2H8S8,-67.79094429,-36.41142641,-1.8205713205,11980
Na2B2N2O2_31_11981.vasp,Na2B2N2O2,-39.25211912,-21.953834830000005,-2.7442293537500007,11981
Na2B2O8F8_2_11983.vasp,Na2B2O8F8,-55.9576849,-38.79637952,-1.939818976,11983
Na2B2S2N2_31_11984.vasp,Na2B2S2N2,-32.4424686,-14.835580604999995,-1.854447575625,11984
Na2B2S4O16_13_11985.vasp,Na2B2S4O16,-114.77619293,-82.57699717999999,-3.440708215833333,11985
Na2B2Se2N2_31_11986.vasp,Na2B2Se2N2,-30.55434793,-11.97004922,-1.4962561525,11986
Na2B2Te2C2_31_11987.vasp,Na2B2Te2C2,-24.03875406,7.986766880000001,0.99834586,11987
Na2Be2_11_11989.vasp,Na2Be2,-2.41568744,2.0221122299999994,0.5055280574999998,11989
Na2Bi10O16_2_11990.vasp,Na2Bi10O16,-100.47826135,-79.41957231,-2.8364132967857145,11990
Na2Bi2Pd2_12_11991.vasp,Na2Bi2Pd2,-5.77544403,-3.86560694,-0.6442678233333333,11991
Na2Br1_164_11992.vasp,Na2Br1,-2.69961134,-2.7767902775,-0.9255967591666666,11992
Na2Br2_129_11995.vasp,Na2Br2,-5.98201451,-6.066972145,-1.51674303625,11995
Na2Br2O4_113_11993.vasp,Na2Br2O4,-17.83118958,-13.460059695000002,-1.6825074618750002,11993
Na2Br2O6_11_11994.vasp,Na2Br2O6,-25.20826816,-18.609094515,-1.8609094515,11994
Na2C2F4_67_11996.vasp,Na2C2F4,-21.96203655,-2.235337880000003,-0.2794172350000004,11996
Na2C2N2O2_31_11997.vasp,Na2C2N2O2,-44.54118619,-16.29154377,-2.03644297125,11997
Na2C2O6_4_11999.vasp,Na2C2O6,-49.74750986,-22.810469710000003,-2.2810469710000003,11999
Na2C2O6F2_4_11998.vasp,Na2C2O6F2,-51.00409906,-24.330164010000004,-2.0275136675000005,11998
Na2C2S2N2_31_12001.vasp,Na2C2S2N2,-38.25420996,-9.695963834999995,-1.2119954793749996,12001
Na2C2S6_1_12003.vasp,Na2C2S6,-32.77941086,-4.916559594999999,-0.4916559594999999,12003
Na2C2S6F2_1_12002.vasp,Na2C2S6F2,-37.50214471,-9.902398545000004,-0.8251998787500003,12002
Na2C2S8F8_2_12004.vasp,Na2C2S8F8,-53.43461662,-24.08753829,-1.2043769145,12004
Na2C2Se2N2_31_12005.vasp,Na2C2Se2N2,-35.73116758,-6.19551074,-0.7744388425,12005
Na2C4_129_12012.vasp,Na2C4,-24.39425866,16.18095932,2.696826553333333,12012
Na2C4O2_31_12007.vasp,Na2C4O2,-39.16914346,3.634118279999996,0.4542647849999994,12007
Na2C4O6F6_2_12008.vasp,Na2C4O6F6,-81.62529585,-35.155261890000006,-1.9530701050000003,12008
Na2C4S2_31_12009.vasp,Na2C4S2,-33.21178138,9.900084065,1.2375105081250002,12009
Na2C4Se2_31_12011.vasp,Na2C4Se2,-31.06815594,13.021120219999997,1.6276400274999996,12011
Na2C6S6F6_1_12014.vasp,Na2C6S6F6,-76.73533302,-9.017178834999996,-0.4508589417499998,12014
Na2Ca2_11_12016.vasp,Na2Ca2,2.0241678,2.86241068,0.71560267,12016
Na2Ca2B10H32O34_2_12015.vasp,Na2Ca2B10H32O34,-408.15973705,-274.86448623,-3.435806077875,12015
Na2Cd1H4S2O10_2_12017.vasp,Na2Cd1H4S2O10,-76.38789874,-56.733612635,-2.985979612368421,12017
Na2Cd2Cl6_162_12018.vasp,Na2Cd2Cl6,-9.36302317,-9.22657278375,-0.922657278375,12018
Na2Cd2Sb2S6_39_12020.vasp,Na2Cd2Sb2S6,-23.29312236,-13.482074875,-1.1235062395833333,12020
Na2Cd4Br6O8_31_12021.vasp,Na2Cd4Br6O8,-27.52120871,-18.400580335,-0.92002901675,12021
Na2Cd4Cl6O8_31_12022.vasp,Na2Cd4Cl6O8,-30.76729841,-21.55641010375,-1.0778205051875,12022
Na2Cd4I6O8_31_12023.vasp,Na2Cd4I6O8,-23.03030661,-15.74452793,-0.7872263965,12023
Na2Cd4O8F6_31_12024.vasp,Na2Cd4O8F6,-36.94417807,-28.56619281,-1.4283096405,12024
Na2Cd4S2Br6O6_31_12025.vasp,Na2Cd4S2Br6O6,-38.36194979,-28.93271771,-1.4466358855,12025
Na2Cd4S6Br6O2_31_12029.vasp,Na2Cd4S6Br6O2,-22.71783065,-12.67139116,-0.6335695579999999,12029
Na2Cd4S6Cl6O2_31_12030.vasp,Na2Cd4S6Cl6O2,-25.54512709,-15.40842766875,-0.7704213834375,12030
Na2Cd4S6I6O2_31_12031.vasp,Na2Cd4S6I6O2,-18.83645994,-10.624870145,-0.53124350725,12031
Na2Cd4S6O2F6_31_12032.vasp,Na2Cd4S6O2F6,-35.36533424,-26.061537865,-1.30307689325,12032
Na2Cd4S8I6_31_12035.vasp,Na2Cd4S8I6,-16.28941776,-7.769224259999998,-0.3884612129999999,12035
Na2Cd4Se2Br6O6_31_12036.vasp,Na2Cd4Se2Br6O6,-32.42930599,-22.022663195000003,-1.1011331597500005,12036
Na2Cd4Se2Cl6O6_31_12037.vasp,Na2Cd4Se2Cl6O6,-35.53450906,-25.03760633375,-1.2518803166875,12037
Na2Cd4Se2O6F6_31_12039.vasp,Na2Cd4Se2O6F6,-41.72298556,-32.05898588,-1.602949294,12039
Na2Cd4Se2S6Br6_31_12040.vasp,Na2Cd4Se2S6Br6,-19.13002731,-7.797573399999999,-0.38987867,12040
Na2Cd4Se2S6Cl6_31_12041.vasp,Na2Cd4Se2S6Cl6,-22.27607027,-10.853356428750002,-0.5426678214375001,12041
Na2Cd4Se2S6I6_31_12042.vasp,Na2Cd4Se2S6I6,-14.7870462,-5.289441985000002,-0.2644720992500001,12042
Na2Cd4Te2I6O6_31_12045.vasp,Na2Cd4Te2I6O6,-27.06629918,-19.60690317,-0.9803451585,12045
Na2Cd4Te2O6F6_31_12046.vasp,Na2Cd4Te2O6F6,-39.19853325,-30.646930659999995,-1.5323465329999997,12046
Na2Cd4Te2S6Br6_31_12047.vasp,Na2Cd4Te2S6Br6,-18.70061934,-8.480562519999998,-0.4240281259999999,12047
Na2Cd4Te2S6Cl6_31_12048.vasp,Na2Cd4Te2S6Cl6,-21.80397464,-11.49365788875,-0.5746828944375,12048
Na2Cd4Te2S6I6_31_12049.vasp,Na2Cd4Te2S6I6,-14.58439235,-6.199185224999999,-0.3099592612499999,12049
Na2Cl1_164_12050.vasp,Na2Cl1,-3.45388194,-3.516017555625,-1.172005851875,12050
Na2Cl2_129_12056.vasp,Na2Cl2,-7.41220966,-7.46708065125,-1.8667701628125,12056
Na2Cl2O4_113_12051.vasp,Na2Cl2O4,-18.80348753,-14.402271001250002,-1.8002838751562502,12051
Na2Cl2O4_13_12052.vasp,Na2Cl2O4,-18.70091175,-14.29969522125,-1.78746190265625,12052
Na2Cl2O6_11_12054.vasp,Na2Cl2O6,-26.76328335,-20.13402306125,-2.013402306125,12054
Na2Cl2O8_59_12055.vasp,Na2Cl2O8,-32.74823513,-23.89093108125,-1.9909109234375,12055
Na2Co1_187_12057.vasp,Na2Co1,0.88056337,1.88183239,0.6272774633333333,12057
Na2Co2As2_129_12058.vasp,Na2Co2As2,-11.65445451,-5.50091979,-0.916819965,12058
Na2Co2Bi2_129_12059.vasp,Na2Co2Bi2,-5.15959159,-2.4269054699999995,-0.4044842449999999,12059
Na2Co2P2_12_12060.vasp,Na2Co2P2,-14.58949442,-6.846405659999999,-1.14106761,12060
Na2Co2Sb2_129_12061.vasp,Na2Co2Sb2,-8.47235179,-4.292171059999999,-0.7153618433333332,12061
Na2Co4H6S4O16_2_12062.vasp,Na2Co4H6S4O16,-126.91021411,-90.85075934,-2.839086229375,12062
Na2Cr2Au4S12_7_12063.vasp,Na2Cr2Au4S12,-37.53900528,-21.857919429999995,-1.0928959714999995,12063
Na2Cr4S10_31_12065.vasp,Na2Cr4S10,-45.10348746,-25.585677935,-1.5991048709374998,12065
Na2Cu1_187_12068.vasp,Na2Cu1,1.30425905,2.5406223050000003,0.8468741016666668,12068
Na2Cu1O2_12_12066.vasp,Na2Cu1O2,-11.45695433,-7.992547315,-1.598509463,12066
Na2Cu1S2_12_12067.vasp,Na2Cu1S2,-7.42160332,-3.6485926,-0.7297185199999999,12067
Na2Cu2Se2_129_12069.vasp,Na2Cu2Se2,-6.98647144,-0.9302865099999992,-0.1550477516666665,12069
Na2Cu2Te2_129_12070.vasp,Na2Cu2Te2,-4.84671246,0.0970753800000006,0.0161792300000001,12070
Na2Dy2Cl8_2_12071.vasp,Na2Dy2Cl8,-30.76815508,-26.87408564,-2.2395071366666666,12071
Na2Er2S4O16_11_12072.vasp,Na2Er2S4O16,-116.97132503,-90.14311871,-3.7559632795833338,12072
Na2Eu2Cl8_2_12073.vasp,Na2Eu2Cl8,-31.104655,-30.373618165,-2.531134847083333,12073
Na2F1_164_12074.vasp,Na2F1,-5.14782638,-5.348779169999999,-1.78292639,12074
Na2F2_129_12075.vasp,Na2F2,-10.62397291,-10.95647825,-2.7391195625,12075
Na2Fe1_187_12076.vasp,Na2Fe1,3.10759942,3.123685005,1.041228335,12076
Na2Fe2As2_129_12077.vasp,Na2Fe2As2,-8.53621931,-4.35305146,-0.7255085766666666,12077
Na2Fe2P2_12_12078.vasp,Na2Fe2P2,-11.73607462,-5.96335273,-0.9938921216666669,12078
Na2Fe2Sb2_129_12080.vasp,Na2Fe2Sb2,-5.04565529,-2.83584143,-0.4726402383333333,12080
Na2Fe2Se2O1_123_12081.vasp,Na2Fe2Se2O1,-16.77285934,-12.04320787,-1.7204582671428572,12081
Na2Fe4H6S4O16_2_12082.vasp,Na2Fe4H6S4O16,-131.65282923,-99.5341082,-3.11044088125,12082
Na2Ga2H8_51_12083.vasp,Na2Ga2H8,-30.50451243,-15.99165433,-1.3326378608333334,12083
Na2Ge1H6O6_147_12085.vasp,Na2Ge1H6O6,-63.06140832,-47.28287761,-3.1521918406666667,12085
Na2Ge1H6S6_147_12086.vasp,Na2Ge1H6S6,-44.40906068,-27.704718855000003,-1.846981257,12086
Na2Ge1O6F6_147_12087.vasp,Na2Ge1O6F6,-33.73733855,-27.6966561,-1.84644374,12087
Na2Ge1S6F6_147_12088.vasp,Na2Ge1S6F6,-32.73298479,-25.766491225000003,-1.7177660816666669,12088
Na2Ge6P6_26_12089.vasp,Na2Ge6P6,-45.59553542,-27.35988396,-1.9542774257142856,12089
Na2H10C10N4O8_2_12090.vasp,Na2H10C10N4O8,-181.25167302,-44.345751490000026,-1.3042868085294126,12090
Na2H10C12N4O12_3_12091.vasp,Na2H10C12N4O12,-213.64678168,-51.96246352,-1.299061588,12091
Na2H10Ru2N2O2_1_12093.vasp,Na2H10Ru2N2O2,-63.04621313,-34.31125062,-1.90618059,12093
Na2H14C8O12_2_12094.vasp,Na2H14C8O12,-182.65165267,-67.18364367000001,-1.8662123241666668,12094
Na2H14C8O14_2_12095.vasp,Na2H14C8O14,-193.76577453,-76.06972177,-2.0018347834210526,12095
Na2H16C10O10_2_12096.vasp,Na2H16C10O10,-193.69678219,-57.15166352000003,-1.5039911452631587,12096
Na2H2C2O4_13_12097.vasp,Na2H2C2O4,-48.81992619,-21.12808548,-2.112808548,12097
Na2H2O2_2_12099.vasp,Na2H2O2,-21.65389612,-16.51240828,-2.7520680466666665,12099
Na2H2O2_4_12100.vasp,Na2H2O2,-21.83111247,-16.68962463,-2.781604105,12100
Na2H2O2_6_12101.vasp,Na2H2O2,-21.38655599,-16.24506815,-2.707511358333333,12101
Na2H2Pd1_123_12102.vasp,Na2H2Pd1,-8.97983487,-5.407146044999999,-1.081429209,12102
Na2H2Pt1_123_12103.vasp,Na2H2Pt1,-10.09323646,-3.80022537,-0.760045074,12103
Na2H2Se2_4_12106.vasp,Na2H2Se2,-13.93833217,-7.510829910000001,-1.251804985,12106
Na2H4C2_67_12109.vasp,Na2H4C2,-26.06078192,0.1578155899999984,0.0197269487499998,12109
Na2H4N2O6_7_12110.vasp,Na2H4N2O6,-60.05062382,-41.70151435,-2.978679596428571,12110
Na2H6C10O2_51_12112.vasp,Na2H6C10O2,-102.86996708,9.84875495,0.4924377475,12112
Na2H6C2S2N8_51_12114.vasp,Na2H6C2S2N8,-97.95570287,-43.142854415,-2.15714272075,12114
Na2H6C4O10_2_12115.vasp,Na2H6C4O10,-110.62603425,-49.962064510000005,-2.271002932272728,12115
Na2H6C4S6_2_12117.vasp,Na2H6C4S6,-71.96467752,-14.830984184999991,-0.8239435658333328,12117
Na2H6C6O6_4_12118.vasp,Na2H6C6O6,-105.44409555,-28.913904220000006,-1.4456952110000003,12118
Na2H6C8N2O2_51_12120.vasp,Na2H6C8N2O2,-95.37829379,2.7868089199999986,0.1393404459999999,12120
Na2H6C8O8_2_12121.vasp,Na2H6C8O8,-131.56257277,-32.48202857000001,-1.3534178570833335,12121
Na2H6Pd1O6_147_12126.vasp,Na2H6Pd1O6,-56.8430932,-40.620584455,-2.708038963666666,12126
Na2H6Pt1O6_147_12128.vasp,Na2H6Pt1O6,-58.33534553,-39.39251452,-2.6261676346666665,12128
Na2H6Pt1S6_147_12129.vasp,Na2H6Pt1S6,-43.25575459,-23.387112465,-1.559140831,12129
Na2H6S2N10_51_12130.vasp,Na2H6S2N10,-90.7174379,-50.458208765,-2.52291043825,12130
Na2H8C2N8O6_2_12132.vasp,Na2H8C2N8O6,-131.23880603,-69.29562944000001,-2.6652165169230773,12132
Na2H8C2O8_2_12133.vasp,Na2H8C2O8,-90.12775779,-49.031296600000005,-2.45156483,12133
Na2H8Cl2O12_2_12136.vasp,Na2H8Cl2O12,-84.80284499,-59.55807614125,-2.4815865058854167,12136
Na2H8Cl2O4_2_12137.vasp,Na2H8Cl2O4,-59.05858082,-42.725987011250005,-2.6703741882031253,12137
Na2H8S4Br2_2_12139.vasp,Na2H8S4Br2,-44.17396962,-27.254255045,-1.7033909403125,12139
Na2Hf1_187_12146.vasp,Na2Hf1,-4.75762209,1.04920717,0.3497357233333333,12146
Na2Hf1H6O6_147_12142.vasp,Na2Hf1H6O6,-70.84246816,-49.40297466,-3.293531644,12142
Na2Hf1H6S6_147_12143.vasp,Na2Hf1H6S6,-51.23487858,-28.869573965,-1.9246382643333333,12143
Na2Hf1N2_164_12144.vasp,Na2Hf1N2,-24.32460348,-12.74908443,-2.549816886,12144
Na2Hf1O6F6_143_12145.vasp,Na2Hf1O6F6,-41.43808459,-29.736439350000005,-1.98242929,12145
Na2Hf4Cu2Se10_59_12148.vasp,Na2Hf4Cu2Se10,-62.55169521,-18.93435956,-1.0519088644444443,12148
Na2Hg4Br6O8_31_12150.vasp,Na2Hg4Br6O8,-22.42980951,-13.468493895,-0.67342469475,12150
Na2Hg4S2Br6O6_31_12153.vasp,Na2Hg4S2Br6O6,-33.54096456,-24.27104524,-1.213552262,12153
Na2Hg4S6Br6O2_31_12155.vasp,Na2Hg4S6Br6O2,-18.43165236,-8.54452563,-0.4272262815,12155
Na2Hg4S6Cl6O2_31_12156.vasp,Na2Hg4S6Cl6O2,-21.07824006,-11.100853398749996,-0.5550426699374998,12156
Na2Hg4S6I6O2_31_12157.vasp,Na2Hg4S6I6O2,-15.17711732,-7.124840284999999,-0.3562420142499999,12157
Na2Hg4S6O2F6_31_12158.vasp,Na2Hg4S6O2F6,-26.34337687,-17.198893255,-0.85994466275,12158
Na2Hg4S8Br6_31_12159.vasp,Na2Hg4S8Br6,-16.46884702,-6.273116584999999,-0.3136558292499999,12159
Na2Hg4S8F6_31_12160.vasp,Na2Hg4S8F6,-22.95282242,-13.4997351,-0.674986755,12160
Na2Hg4S8I6_31_12161.vasp,Na2Hg4S8I6,-13.06247008,-4.701589340000002,-0.2350794670000001,12161
Na2Hg4Se2O6F6_31_12165.vasp,Na2Hg4Se2O6F6,-35.0152327,-25.51054578,-1.275527289,12165
Na2Hg4Se2S6Br6_31_12166.vasp,Na2Hg4Se2S6Br6,-15.08011961,-3.90697846,-0.1953489229999999,12166
Na2Hg4Te2Cl6O6_31_12171.vasp,Na2Hg4Te2Cl6O6,-28.834714,-19.609521123750003,-0.9804760561875,12171
Na2Hg4Te2S6Br6_31_12174.vasp,Na2Hg4Te2S6Br6,-13.37928792,-3.3185438599999983,-0.1659271929999999,12174
Na2Ho2Cl8_2_12178.vasp,Na2Ho2Cl8,-30.71498864,-26.637311265,-2.21977593875,12178
Na2I1_164_12179.vasp,Na2I1,-1.65194638,-2.0349336,-0.6783112,12179
Na2I2_129_12182.vasp,Na2I2,-4.14333664,-4.83991084,-1.20997771,12182
Na2I2O6_11_12181.vasp,Na2I2O6,-27.54777527,-21.56021819,-2.156021819,12181
Na2I6O16_81_12183.vasp,Na2I6O16,-61.41367476,-45.5402468,-1.8975102833333333,12183
Na2In1O2_164_12184.vasp,Na2In1O2,-14.41371451,-10.94263363,-2.188526726,12184
Na2Ir1_187_12186.vasp,Na2Ir1,-2.35376619,-1.118821385,-0.3729404616666666,12186
Na2Mg1H4S10_2_12188.vasp,Na2Mg1H4S10,-45.59566536,-26.9960934375,-1.5880054963235293,12188
Na2Mg1H4S8O2_2_12190.vasp,Na2Mg1H4S8O2,-48.62429032,-30.3333221025,-1.7843130648529413,12190
Na2Mg1H4Se2O10_2_12191.vasp,Na2Mg1H4Se2O10,-74.8191369,-54.2485253225,-2.855185543289474,12191
Na2Mg1H4Se2O8_2_12192.vasp,Na2Mg1H4Se2O8,-67.34492111,-49.0023532925,-2.882491370147059,12192
Na2Mg1H4Se2S8_2_12193.vasp,Na2Mg1H4Se2S8,-44.23643005,-24.6594474125,-1.4505557301470589,12193
Na2Mg1S10F4_2_12194.vasp,Na2Mg1S10F4,-37.56195814,-25.4542850575,-1.497310885735294,12194
Na2Mg1S2O8F4_2_12195.vasp,Na2Mg1S2O8F4,-59.25035342,-48.3770951575,-2.845711479852941,12195
